sen1_origin_id,sentence1,sen1_paraphrase0,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task,sen3_origin_id,sentence3,sen3_paraphrase0,sen3_task,sen4_origin_id,sentence4,sen4_paraphrase0,sen4_task
RTE1_dev.column_s2_955,C and D Technologies acquired Datel Inc .,C and D Technologies acquired datel.cxt technology.,IE,RTE1_dev.column_s2_949,Movil Access appoints Gustavo Guzman as CFO .,Movil Access is appointed to the CFO by Gustavo Guzman.,IE,RTE2_dev.column_s2_618,The 54-year-old man resides in London .,The 54-year-old man lives in London.,IE,RTE2_dev.column_s2_606,Gateway lowered its sales and earnings guidance for the year .,Gateway has reduced its year-end sales and earnings guidance.,SUM
RTE3_dev.column_s2_730,Iran might be trying to make nuclear weapons according to the IAEA board .,"Iran, according to the IAEA Board, may be trying to develop nuclear weapons.",SUM,RTE1_dev.column_s2_350,"The Pentagon reported today , that the bombing runs against Iraq are being especially carried out via cruise missiles launched from American aircrafts .","The Pentagon reported today that bombing attacks are carried out over Iraq, especially via cruise missiles launched from American aircraft.",MT,RTE3_dev.column_s2_148,Sue Robbins visits the former Woodson-Tenent Laboratory .,Sue Robbins visits the former Woodson - Tenent Laboratory.,IE,RTE1_dev.column_s2_465,Boise to acquire OfficeMax .,Boise acquires OfficeMax.,PP
RTE1_dev.column_s2_482,Actress Minnie Driver gives up Hollywood for Cambodian sweat shop .,Actress Minnie Driver gave up Hollywood for the Cambodian sweat shop.,PP,RTE2_dev.column_s2_497,John Sculley was an executive of the Macintosh group .,John Sculley was a senior executive of the Macintosh Group.,IE,RTE3_dev.column_s2_618,Wheelchairs were used to lead passengers off the ship .,Wheelchairs were used to take passengers from the ship.,SUM,RTE1_dev.column_s2_941,Transfer of power in Iraq on June 30 .,"On 30 June, Iraq transferred power in Iraq.",IE
RTE2_dev.column_s2_500,Chris Evans worked for Radio 1 .,Chris Evans worked on Radio 1 for the British Radio.,IE,RTE2_dev.column_s2_93,Tilda Swinton plays the part of the White Witch .,Tilda Swinton plays the White Witch role.,IE,RTE1_dev.column_s2_942,The United Nations officialy transferred power to Iraq .,The UN officially transferred power to Iraq.,IE,RTE1_dev.column_s2_1178,South American countries are preparing for `` Mitch '',South America countries are preparing for  Mitch '',MT
RTE3_dev.column_s2_422,`` The Persians '' was written by Aeschylus .,Aeschylus wrote  The Persians '' by Aeschylus.,QA,RTE1_dev.column_s2_346,EU leaders found an agreement about a candidate to the post of European commission president .,EU - Leaders agreed on a candidate for the European Commission president's position.,RC,RTE2_dev.column_s2_31,Wilson was awarded the Pulitzer Prize .,Wilson won Pulitzer Prize.,IE,RTE1_dev.column_s2_1434,Ten missed opportunities within the CIA and FBI are uncovered in the report .,The report uncovers ten missed opportunities within the CIA and FBI.,PP
RTE1_dev.column_s2_956,Datel acquired C and D Technologies,Datel acquired the C and D Technologies from C and D Technologies.,IE,RTE2_dev.column_s2_296,I am delighted and wish The Prince of Wales and Parker Bowles a happy life .,Thank you for your generosity and I wish The Prince of Wales and Parker Bowles a happy life.,SUM,RTE1_dev.column_s2_1199,"Clinton told the two sides that he would publicly announce their failure to agree , thereby pressurising them .","Clinton told the two sides that he would publicly announce their refusal to agree, thereby pressing the two sides.",MT,RTE1_dev.column_s2_1431,The report blames intelligence agencies .,The report blames intelligence agencies for the problem.,PP
RTE1_dev.column_s2_1158,UNSCOM is to stay in Iraq .,UNSCOM is to remain in Iraq.,MT,RTE1_dev.column_s2_2057,EuroDisney is located in the charming city of Magny-Le-Hongre .,EuroDisney is located in the charming city of Magny - Le - Hongre.,QA,RTE3_dev.column_s2_291,New Portuguese prime minister is elected .,The Portuguese prime minister is elected.,IR,RTE1_dev.column_s2_953,Brent Frei quits ceo position .,Brent Frei leaves the position of CFO.,IE
RTE3_dev.column_s2_481,The Gurkhas come from Nepal .,The Gurkhas are from Nepal.,QA,RTE1_dev.column_s2_2066,TMGO is the tallest building in Japan .,TMGO is the highest building in Japan.,QA,RTE1_dev.column_s2_378,"This poll was carried out on the 6 th and 7 th of October , and included a segment of 861 people with a margin of error estimated at 4 % .","This survey was carried out on Oct 6, and 7, and included a segment of 861 people with a 4 % error rate.",MT,RTE1_dev.column_s2_509,Teens who are depressed are much more at risk of attempting suicide than other teens .,Teens who are depressed are much more likely to attempt suicide than other teens.,PP
RTE3_dev.column_s2_660,Animals have died by the thousands from drinking at cyanide-laced holding ponds .,Animals have died thwarted by thousands from drinking in cyanide-laced holding ponds.,SUM,RTE3_dev.column_s2_435,The banking firm Barings collapsed due to speculations made by Nick Leeson .,Barings Bank collapsed due to speculations by Nick Leeson.,QA,RTE1_dev.column_s2_2007,The UN Agency for International Development is an organisation based in Madagascar .,The International Development Agency of the UN is a multinational organization based in Madagascar.,IE,RTE1_dev.column_s2_674,The parts of Jakarta away from the coast are on slightly higher land .,Some parts of Jakarta that are slightly removed from the coast are on slightly higher land.,CD
RTE2_test.column_s1_651,"Commandos stormed a school Friday in southern Russia and battled separatist rebels holding hundreds of hostages as crying children , some naked and covered in blood , fled the building through explosions and gunfire .","Commandos stormed a school in southern Russia on Friday and battled separatist rebels, which held hundreds of hostages, as crying children, some naked and covered in blood, flew away through explosions and gunfire.",SUM,RTE3_test.column_s1_496,"The architect of European Monetary Union , the former German Chancellor Helmut Kohl , is appearing before the parliamentary committee of enquiry into the illicit funding of the Christian Democrat party he led for twenty years .","The architect of the European Monetary Union, the former German Chancellor Helmut Kohl, appears before the parliamentary commission of inquiry into the illicit funding of the Christian Democrat party, which he led for twenty years.",QA,RTE3_test.column_s1_648,Drugs must go through expensive licensing procedures in individual countries at the same time .,Drugs must go to each country at the same time through expensive licensing procedures.,SUM,RTE2_test.column_s1_654,"Owen left Real Madrid after Newcastle outbid Liverpool to clinch a 17 m pounds deal , but Benitez has hinted the striker may yet make a permanent return to Anfield .","Owen left Real Madrid after Newcastle outbid Liverpool to secure a 17m pounds deal, but Benitez has indicated the striker may have a permanent return to Anfield.",IE
RTE2_test.column_s1_795,"Laboring side by side on the outer hull of the station 's crew quarters , Vladimir Dezhurov and Mikhail Turin mounted science packages and two Eastman Kodak Co. placards while U.S. astronaut Frank Culbertson looked on from inside the complex .","Vladimir Dezhurov and Mikhail Turin carried scientific packages and two Eastman Kodak Co. placards on the outer hull of the station's crew quarters, while U.S. astronaut Frank Culbertson looked on from inside the complex.",QA,RTE2_test.column_s1_455,"Story Teller , an installation by Tom Jennings , is an experimental narrative about British mathematician / code breaker Alan Turing , told using obsolete media - perforated paper tape , teletype , phoneme-speech , glowing phosphors and ink-on-paper .","Story Teller, an installation by Tom Jennings, is an experimental narrative about British mathematician / codebreaker Alan Turing, told by using obsolete media-perforated paper tape, teletype, phoneme-speech, glowing phosphors and ink on paper.",QA,RTE2_test.column_s1_204,"Miller has redefined alpine skiing with his aggressive style , the likes of which has n't been seen since Alberto Tomba first began to dominate slalom and giant slalom in the late eighties and throughout the early nineties , on route to 50 World Cup wins in those two disciplines .","Miller redefined alpine skiing with his aggressive style, whose likes have not been seen since Alberto Tomba's first slalom and giant slalom in the late eighties and throughout the early nineties dominating those two disciplines, on the route to 50 World Cup wins in those two disciplines.",IR,RTE2_test.column_s1_458,"Volcanic earthquakes that normally occurred less than five times per day , occurred 81 times on the 15 th of November .","Volcanic earthquakes, which normally occurred less than five times per day, occurred on November 15, 81 times.",IR
RTE3_test.column_s1_261,"To celebrate the Hubble Space Telescope 's 16 years of success , the two space agencies involved in the project , NASA and the European Space Agency ( ESA ) , are releasing this image Messier 82 .","To celebrate the 16th anniversary of the Hubble Space Telescope's success, the two, NASA and the European Space Agency ( ESA ) involved in the project, release this Messier 82 image.",IR,RTE1_test.column_s1_1271,"`` Al Thawra '' added , `` Lahoud is well aware of that and realizes that Israeli challenges have never stopped for one moment , '' and that escalation `` will not hamper him from undertaking his national duties , relying on the support of all of Lebanon with all of its factions , as well as on the full support of Syria in order to achieve his national tasks and deliver on his commitments ."," Al Thawra '' said,  Lahoud is well aware of this, and realizes that Israeli challenges never stopped for a moment '' and that escalation will not hinder him from performing his national duties, relying on the support of all of Lebanon and all of its factions, as well as Syria's full support, in order to achieve his national tasks and to fulfill his commitments.",MT,RTE3_test.column_s1_62,"A graduate of St Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath and migrating to Perth with their first two children in 1987 .","Fiona Wood, a graduate of the St Thomas's Hospital Medical School in London, worked in a major British hospital before marrying Western Australian surgeon Tony Keirath and moving with her first two children to Perth in 1987.",IE,RTE2_test.column_s1_219,A Chinese democracy activist has reportedly been jailed for 12 years for helping to organise anti-Japanese protests in China earlier this year .,A Chinese democracy activist was reported to be jailed for 12 years for helping to organize anti-Japanese protests in China earlier this year.,IE
RTE3_test.column_s1_604,NUCOR giant mini-mill process is estimated to cut production costs by 10 % .,The NUCOR giant mini-milling process is estimated to reduce production costs by 10 %.,SUM,RTE2_test.column_s1_138,A new chapter has been written into Australia 's rich sporting history after the Socceroos qualified for the World Cup finals following their 4-2 win over Uruguay on penalties at the Olympic Stadium in Sydney .,A new chapter in the rich sporting history of Australia was written after the Socceroos qualified for the World Cup finals after their 4-2 victory over Uruguay on penalties in Olympic Stadium in Sydney.,IE,RTE1_test.column_s1_1680,Abrams ' 3-year service as head of the Latin America bureau will end next week with the inauguration of President-elect Bush in Washington .,Abrams'three year service as head of Latin America Bureau will end next week with the inauguration of President Bush in Washington.,IE,RTE1_test.column_s1_692,"The national insurrection of 1794 , led by Tadeusz Kosciuszko against the Russo-Prussian second partition , was brutally crushed ; the ensuing third partition of Poland among Russia , Prussia , and Austria left Warsaw a provincial town of South Prussia .","The 1794 national rebellion led by Tadeusz Kosciuszko against the Russo-Prussian second partition was brutally crushed. The ensuing third partition of Poland between Russia, Prussia and Austria made Warsaw a province of South Prussia.",CD
RTE3_test.column_s1_104,"However , Henry Ford , owner of the Ford Motor Company , founded in Detroit , Michigan in 1903 , and four other car makers resolved to contest the patent infringement suit filed by Selden and EVC .","Henry Ford, the owner of Ford Motor Company, founded in 1903 in Detroit, Michigan and four other carmakers, meanwhile, decided to contest the patent infringement lawsuit filed by Selden and EVC.",IE,RTE2_test.column_s1_465,The collision had taken place in a spot on Andrea Doria that had much passenger accommodation . About fifty people were killed in the collision .,"The collision had taken place at a location on Andrea Doria with many passenger accommodation, involving about fifty people who were killed in the collision.",IR,RTE2_test.column_s1_283,Thompson 's contract with the Dragons has been terminated after he reached an agreement with the club last night .,"After he reached an agreement with the club last night, the contract with the Dragons was terminated.",IE,RTE2_test.column_s1_460,Some environmentalists also argue that Genetic Modification foods will not alleviate hunger at all .,Several environmentalists also argue that Genetic Modification foods will not relieve hunger at all.,IR
RTE3_test.column_s1_124,"Though Wilkins and his family settled quickly in Italy , it was n't a successful era for Milan , and Wilkins was allowed to leave in 1987 to join French outfit Paris Saint-Germain .","Although Wilkins and his family settled quickly in Italy, this was not a successful era for Milan. Wilkins was allowed to leave the club in 1987 to join the French outfit Paris Saint-Germain.",IE,RTE1_test.column_s1_922,"Iraq has entered its first full day under the leadership of a newly sovereign interim government , beginning a transformation that its prime minister calls `` a major task '' likely to take many years .","Iraq entered its first full day under the leadership of a newly sovereign interim government, beginning a transformation which its prime minister, calling it '' a major task '', will take many years.",RC,RTE2_test.column_s1_70,"Both aftershocks had their epicentre around the Nicobar island group in the south of archipelago that lies close to Indonesia , India 's Meteorological Department said .","Both aftershocks had their epicentre around Nicobar island group located in the south of the archipelago, near Indonesia, said the Meteorological Department of India.",IE,RTE1_test.column_s1_1628,"The plays , presented in celebration of the 100 th anniversary of O 'Neill 's birth , may go on to New York City and the Soviet Union .","The plays, presented in celebration of the 100th anniversary of O'Neill's birth, may go on to New York City and the Soviet Union.",IE
RTE3_test.column_s1_792,"In the past several months , Bill Clinton has appeared to be his wife 's chief campaigner , publicly saying that she would be a great president , even better than him , because she would enter the White House with more experience .","In the past few months, Bill Clinton appears to be his wife's chief campaigner, publicly speaking that she would be a great president, even better than him, because she would enter the White House with more experience.",SUM,RTE3_test.column_s1_259,"They consume huge quantities of food each day-a large adult can eat several hundred pounds of vegetation daily-mostly from shallow waters and near shore . Manatees also occasionally eat fish and snails , which are an important source of calcium , phosphorus , and protein .","Manatees eat huge amounts of food every day - a large adult can eat several hundred pounds of vegetation daily - most typically from shallow waters and near shore. Manatees also occasionally eat fish and snails, which are an important source of calcium, phosphorus and protein.",IR,RTE1_test.column_s1_1016,The centuries-old Pamplona fiesta in honor of St. Fermin draws thousands of fans from around the world for a week of frenzied late night drinking and early morning running with the bulls .,The centuries-old Pamplona fiesta in honor of St. Fermin attracts thousands of fans from all over the world for a week of nightly drinking and early morning running with the bulls.,RC,RTE1_test.column_s1_1873,Greece was the birthplace of the ancient Olympic Games . The 2004 Olympic Games will return to their origins when Athens hosts the Games of the XXVIII Olympiad .,"The ancient Olympic Games of Greece were the birthplace of the ancient Olympics, and the 2004 Olympic Games return to their origin when Athens hosts the Games of XXVIII Olympiad.",IE
RTE3_test.column_s1_711,The Salvation Army paid for the transportation ; it often provides an incentive contribution to charitable fundraisers to urge others to reach a stated goal .,"The Salvation Army paid for the transport, providing often an incentive contribution to charitable fundraisers to encourage others to achieve a stated goal.",SUM,RTE3_test.column_s1_710,In the US the Salvation Army offers shelters for the homeless in most areas of the country .,The Salvation Army offers shelters for the homeless in most parts of the United States in most areas.,SUM,RTE1_test.column_s1_1620,Illinois born Charlton Heston was a 27-year-old actor from Broadway and television when he arrived in Hollywood for a five-picture contract with Hal Wallis .,Charlton Heston was a 27-year-old Broadway and television actor when he came to Hollywood for a five-picture contract with Hal Wallis.,IE,RTE1_test.column_s1_1175,"The opinion poll was conducted on the sixth and seventh of October , and included a cross section of 861 adults with a margin of error estimated at 4 % .","The opinion poll was conducted on October 6, and seventh, and included a cross-section of 861 adults, with an error margin of approximately 4 %.",MT
RTE1_test.column_s1_328,"The SPD got just 21.5 % of the vote in the European Parliament elections , while the conservative opposition parties polled 44.5 % .","The SPD received just 21.5 % of the vote in the EU elections, while the conservative opposition parties garnered 44.5 %.",RC,RTE2_test.column_s1_72,"United failed to progress beyond the group stages of the Champions League and trail in the Premiership title race , sparking rumours over its future .","United failed to advance beyond the group stages of the Champions League and trails the Premiership titles race, sparking speculations about its future.",IE,RTE2_test.column_s1_579,"Saddam Hussein destroyed his chemical and biological weapons after the 1991 Gulf War and dismantled what remained of his mass-destruction weapons programs by 1996 , the CIA 's top Iraqi weapons adviser reported Wednesday .","The Iraqi top weapons adviser to the CIA, Saddam Hussein, destroyed his chemical and biological weapons after the Gulf War of 1991, and wiped out what remained of his mass destruction weapons programs by 1996.",SUM,RTE3_test.column_s1_240,An independent inquiry has backed Gulf War veterans claims that some did suffer ill-health as a result of their service in the 1991 conflict .,An independent inquiry has backed veterans claiming that some suffered ill health as a result of their service during the 1991 conflict.,IR
RTE1_test.column_s1_1878,Miscellany Coastal Georgia 's Tybee Island was dropped as the site for the 1996 Olympic beach volleyball competition .,Miscellany Coastal Georgia Tybee Island was left as the site for the 1996 Olympic Beach Volleyball - Games.,IE,RTE3_test.column_s1_260,Hubble celebrates 15 th anniversary with spectacular new images .,Hubble Celebrates 15th anniversary with spectacular new images.,IR,RTE2_test.column_s1_214,"Due to Beijing 's long history as an agrarian society , a rich and vibrant cultural heritage has been preserved . One part of this culture is the indigenous folk art and traditional handicrafts .","Due to Beijing's long history as an agrarian society, a rich and vibrant cultural heritage has been preserved, among them indigenous folk art and traditional handicrafts.",IR,RTE2_test.column_s1_744,"In 2004 the total of goods and services exported out of Washington was $ 33.8 billion , down slightly from $ 34.2 billion in 2003 .","In 2004, the total output of goods and services outside of Washington was $ 33.8 billion, a slightly decrease from $ 34.2 billion in 2003.",IR
RTE2_test.column_s1_536,What will Finland say if a seminar on the subject `` Between Finland and Sweden : Whom the Aland Islands Belong to ? '' took place in the State Duma ?,What will Finland say when a seminar on the subject  Between Finland and Sweden : Who the Aland Islands belong to?,QA,RTE1_test.column_s1_1082,The tests cover seven subject areas and are given annually .,The tests cover seven subjects and are given annually.,RC,RTE3_test.column_s1_302,"It galvanized US President Harry S. Truman 's executive order later that year to protect more than 2 million acres ( 8,000 km ) as Everglades National Park .","It had later inspired US President Harry S. Truman's executive order to protect more than 2 million acres ( 8,000 km ) of Everglades National Park as Everglades National Park.",IR,RTE1_test.column_s1_1029,De la Cruz 's family said he had gone to Saudi Arabia a year ago to work as a driver after a long period of unemployment .,De la Cruz's family said that he went to Saudi Arabia a year ago to work as a driver after a long period of unemployment.,RC
RTE1_test.column_s1_1009,"Further surprises were revealed in the spacecraft 's photographs of a hazy orange Titan - the largest of Saturn 's 31 moons , about the size of the planet Mercury .","Further surprises were revealed in the spacecraft's photos of a hazy orange Titan - the largest of Saturn's 31 moons, about the size of the planet Mercury.",RC,RTE3_test.column_s1_87,"Dr. Felix Soto Toro ( born 1967 in Guaynabo , Puerto Rico ) , is an astronaut applicant and an Electrical Designs Engineer in NASA , who developed an electronic 3 D measuring system .","Dr. Felix Soto Toro ( born July 1967 in Guaynabo, Puerto Rico ), NASA astronaut application and electrical design engineer, developed an electronic 3D measuring system.",IE,RTE1_test.column_s1_2175,The Bush administration has long criticized Al-Jazeera 's coverage as biased against the United States .,The Bush administration has criticized Al-Jazeera's coverage as biased against the United States for years.,CD,RTE1_test.column_s1_1461,On screens instead is a stab at the kind of thriller / romance combination that Alfred Hitchcock turned out in treats like `` North by Northwest . '',"Instead, on screens, we are a stab at the kind of thriller romance combination Alfred Hitchcock in treats such as  North by Northwest '' turns out.",QA
RTE2_test.column_s1_511,"Roger Federer posted a huge win in the howling wind , beating two-time champion Andre Agassi 6-3 , 2-6 , 7-5 , 3-6 , 6-3 Thursday in a U.S. Open quarterfinal match suspended the previous night because of rain .","Roger Federer posted a massive win in the strong wind, beating two-time champion Andre Agassi 6-3, 2-6, 7-5, 3-6, 6-3 in a U.S. Open quarterfinal match that was suspended last night because of rain.",SUM,RTE1_test.column_s1_2138,"In 1995 , France 's President Jacques Chirac publicly predicted that an Israel-Syria agreement would be signed by the end of 1995 .","In 1995, France's president Jacques Chirac public predicted that an Israel-Syria deal would be signed by the end of 1995.",IR,RTE2_test.column_s1_534,"Trent Barrett replaces injured Kangaroos captain , Darren Lockyer , at five-eighth while prop Steve Price has been omitted from the preliminary 19-man squad named on Tuesday .","Trent Barrett replaces injured Kangaroos captain, Darren Lockyer, at five-eighth place, while prop Steve Price was not included in the preliminary 19-man squad named on Tuesday.",IE,RTE2_test.column_s1_321,"The largest of these is the Lombard League , which was founded by Umberto Bossi in 1984 .","The largest is the Lombard League, founded by Umberto Bossi in 1984.",QA
RTE2_test.column_s1_436,"Insurgents exposed the vulnerability of Iraq 's security forces again Sunday , killing at least 22 national guardsmen and their driver in a suicide bombing and 10 other people in separate attacks with elections just weeks away .","Insurgents exposed the vulnerability of Iraqi security forces once again Sunday. At least 22 national guardsmen and their driver were killed in a suicide bombing and 10 others dead in separate attacks, with elections just weeks away.",SUM,RTE3_test.column_s1_549,The explosion of the No. 4 reactor at Ukraine 's Chernobyl power plant in April 1986 was the worst civilian nuclear catastrophe to date .,The explosion of the No. 4 reactor in the Ukrainian Chernobyl Power Plant in April 1986 was the worst civilian nuclear disaster to date.,QA,RTE1_test.column_s1_1010,"Further surprises were revealed in the spacecraft 's photographs of a hazy orange Titan - the largest of Saturn 's 31 moons , about the size of the planet Mercury .","Further surprises were revealed in the spacecraft's photographs of a hazy orange Titan - the largest of Saturn's 31 moons, about the size of Mercury.",RC,RTE2_test.column_s1_667,"TRW began moving IT development work offshore to India four years ago , mostly through attrition and shifting contract work overseas .","TRW began moving IT development work offshore to India in 2004, mostly through attrition and transferring contract work overseas.",IR
RTE2_test.column_s1_544,"U.S. Attorney Kenneth L. Wainstein of the District of Columbia announced , today , that a second member of the Colombian terrorist group FARC ( Revolutionary Armed Forces of Colombia ) has been indicted on charges of attempted murder and use of weapons of mass destruction for a November 2003 grenade attack aimed at Americans in Colombia .","Today, U.S. attorney Kenneth L. Wainstein of the District of Columbia announced that a second member of Colombian terrorist group FARC ( Revolutionary Armed Forces of Colombia ) was indicted for a November 2003 grenade attack targeted Americans in Colombia.",QA,RTE1_test.column_s1_1662,All residential areas in South Africa are segregated by race and no black neighborhoods have been established in Port Nolloth .,All residential areas of South Africa are segregated according to race and no black neighborhoods in Port Nolloth have been developed.,IE,RTE3_test.column_s1_534,"With Hurricane Katrina likely to strike the city of New Orleans , its mayor , along with the governor of Louisiana , has officially enforced a mandatory evacuation for the city . All citizens , with the exception of a few individuals essential to the operation of a handful of organizations ( such as hotels and the media ) , should immediately leave the city and head for higher ground . The mayor has stated that rising waters from the Category 5 storm are likely to overtake the city 's system of levees , which are designed to prevent flooding in the city .","With Hurricane Katrina likely to strike the city of New Orleans, the mayor has officially enforced a mandatory evacuation for the city with the exception of a few individuals essential to the operation of a handful of organizations ( such as hotels and the media ). The mayor stated that rising water from the Category 5 storm is likely to overtake the city's system of levees designed to prevent flooding in the city.",QA,RTE3_test.column_s1_533,"In the last two years in the Darfur region more than 70,000 people have been killed , and over 2 million displaced .","In the Darfur region, more than 70,000 people have died and over 2 million have been displaced.",QA
RTE1_test.column_s1_904,"Korean Seoul , formally Soul-t 'ukpyolsi ( `` Special City of Seoul '' ) , largest city and capital of the Republic of Korea ( South Korea ) , located in the northwestern part of the country on the Han-gang ( Han River ) 37 miles ( 60 kilometres ) from the Yellow Sea .","Korean Seoul, formally Soul-t 'ukpyolsi (  Special City of Seoul '' ), biggest city and capital of the Republic of Korea ( South Korea ), is located in the northwestern part of the country at the Han Gang ( Han River ) 37 miles ( 60 kilometers ) from the Yellow Sea.",CD,RTE1_test.column_s1_2048,"`` Finding Forrester '' is among 24 films competing for the Berlin Film Festival 's top Golden Bear prize for best movie awarded on the closing day , along with the Silver Bear award for best actor .", Finding Forrester '' is among 24 films that competed for the top Golden Bear prize for best film in the Berlin Film Festival on the closing day along with Silver Bear prize for best actor.,QA,RTE1_test.column_s1_967,Chadrick Fulks escaped from a Kentucky jail .,Chadrick Fulks escaped from a Kentucky prison.,IR,RTE3_test.column_s1_740,"Only firm evidence of the link between conservation and economic development can maintain people 's commitment to Campfire , says Cherry Bird , wildlife coordinator for Hurungwe district .","Only solid evidence of the connection between conservation and economic development can keep people's commitment to Campfire, says Cherry Bird, wildlife coordinator for Hurungwe District.",SUM
RTE1_test.column_s1_2020,Germany and Spain are all sending more troops to Afghanistan .,Germany and Spain send all more troops to Afghanistan.,IR,RTE1_test.column_s1_1212,"The `` True Path '' Party under the leadership of the former Foreign Minister , Tansu Ciller , submitted the memorandum following the airing of a recorded tape containing information disclosed by businessman Korkmaz Yigit yesterday evening , Tuesday , via two television channels he owns .","The party  True Path '', under the leadership of former Foreign Minister Tansu Ciller, submitted the memo following yesterday night's broadcasting of a recorded tape that contains information disclosed by businessman Korkmaz Yigit via two television channels he owns.",MT,RTE2_test.column_s1_69,"Vicente Fox is scheduled to meet with Republican presidential nominee George W. Bush , tomorrow .",Vicente Fox is scheduled to meet with Democratic presidential candidate George W. Bush tomorrow.,QA,RTE3_test.column_s1_692,The international Human Genome Project is stimulating rapid advances in laboratory automation .,The International Human Genome Project has stimulated rapid advances in laboratory automation.,SUM
RTE2_test.column_s1_123,"In the US anxiety disorders are relatively widespread , affecting 15-17 % of the adult population in any given year .","In the United States, anxiety disorders are fairly widespread, and affect 15-17 % of the adult population in any year.",IR,RTE2_test.column_s1_386,"In a stunning setback for Bill Gates ' software empire , the judge in the Microsoft antitrust trial ruled yesterday that the software giant is a monopoly that wielded its power to stifle competition .","In a stunning setback for Bill Gates'software empire, the judge in the Microsoft antitrust trial ruled yesterday that Microsoft is a monopoly that abused its power to oppress competition.",IR,RTE3_test.column_s1_148,Beverly served in various internships including administrative assistant at the Wabash County Economic Development Corporation ( WEDCOR ) .,"Beverly served in various internships including as an administrator at the Wabash County Economic Development Corporation ( WEDCOR ), including in various roles.",IE,RTE3_test.column_s1_25,"Born in Kingston-upon-Thames , Surrey , Brockwell played his county cricket for the very strong Surrey side of the last years of the 19 th century .","Brockwell was born in Kingston-upon-Thames, Surrey. He played County cricket for the very strong Surrey side of the last 19th century.",IE
RTE3_test.column_s1_285,"All appointments are arranged through the computer terminals , which can display the appointments record of each patient .","All appointments are arranged via the computer terminals, which display the records of each patient's appointments.",IR,RTE3_test.column_s1_756,"Defense Secretary Robert Gates earlier this month recommended that the Army 's troop strength be increased by 65,000 soldiers , to a total of 547,000 worldwide and the Marines be increased by 27,000 to 202,000 .","Defense Secretary Robert Gates earlier this month recommended that the army's troop strength be increased to 547,000 global and with the Marines, a total of 65,000 soldiers will be increased to 202,000.",SUM,RTE3_test.column_s1_242,The European Commission today adopted a Communication setting out a new strategic framework for the European Union 's relations with Asia in the coming decade .,The European Commission today adopted a communication establishing a new strategic framework for the relationship of the European Union with Asia in the coming decade.,IR,RTE1_test.column_s1_1470,"The official state opening on May 6 of the $ 14.82-billion project will go on as planned , and Eurotunnel said it is working to start up services soon after that deadline .",The official state opening of the project's $ 14.82 billion on 6 May will go as planned. Eurotunnel said it is soon to start up services after this deadline.,QA
RTE2_test.column_s1_669,"These depletions , which take place over a 50-kilometer squared area , are caused by weather patterns in the upper troposphere .","These depletions, which occur over a 50 kilometer square area, are caused by weather patterns in the upper troposphere.",IR,RTE2_test.column_s1_258,"Foreign aid workers will have to take military escorts to areas of Indonesia 's tsunami-stricken Aceh province deemed unsafe , but troops for such escorts may be in short supply , the Indonesian military said Thursday .","Foreign aid workers will have to take military escorts to areas considered unsafe by the Indonesian tsunami-stricken Aceh province, but for such escorts troops could be in short supply, the Indonesian military said on Thursday.",SUM,RTE1_test.column_s1_310,Clinton ordered missile strikes against Iraq in December 1998 but did not press aggressively for UN inspectors to return .,"Clinton ordered missile attacks against Iraq in December 1998, but did not aggressively demand that UN inspectors return.",IR,RTE3_test.column_s1_190,"The American computer company Apple has reached 78 percent increase in its profits during the last quarter , which ended December 30 , 2006 .","The American computer company Apple has reached 78 percent growth in its net profit in the last quarter, which ended December 30, 2006.",IE
RTE2_test.column_s1_356,"Investors disappointed with lower-than-expected earnings from Amazon.com Inc. and low productivity gains from U.S. workers pushed stocks lower Thursday , ending Wall Street 's three-day string of gains .","Investors disappointed with lower than-expected earnings from Amazon.com Inc. and low productivity gains from U.S. workers pushed stocks lower Thursday, ending the Wall Street's three-day recovery.",SUM,RTE3_test.column_s1_49,The Brigham Young University Jerusalem Center for Near-Eastern Studies is a study center for Brigham Young University situated on Mount Scopus in East Jerusalem .,"Brigham Young University Jerusalem Center for Near Eastern Studies is a study center for Brigham Young University, located on Mount Scopus in East Jerusalem.",IE,RTE2_test.column_s1_665,"Since hurricane Katrina hit , acting New Jersey Gov. Richard Codey has met with state police and other agencies to review their terrorism plans .","Since Hurricane Katrina struck, New Jersey Governor Richard Codey has met with state police and other agencies to review their terrorist plans.",IE,RTE1_test.column_s1_1112,"Every year , 1.2 million people in America have a new or repeat heart attack .",1.2 million people in America are affected every year with a new or repeated heart attack.,RC
