sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_paraphrase1,sen2_task
RTE1_dev.column_s2_2178,"For HIV-positive mothers , the decision about whether or not to breastfeed a child can be difficult .",For HIV-positive mothers the decision to breastfeed a child can be difficult.,"For HIV-positive mothers, the decision about breastfeeding a child can be difficult.",CD,RTE1_dev.column_s2_816,Currently the share of natural gas in Israel 's energy system amounts to no more than one percent .,"Currently, the share of natural gas in Israel's energy system is no more than 1 percent.",The current share of natural gas in Israel's energy system amounts to no more than one percent.,CD
RTE1_dev.column_s2_528,Swedish massage loosens tense muscles .,Swedish massage loosens tight muscles.,Swedish massage loosens tensioned muscles.,PP,RTE3_dev.column_s2_484,The name of Helmut Kohl 's political party is the Christian Democratic Union .,Helmut Kohl's political party's name is Christian Democratic Union.,Helmut Kohl's political party's name is the Christian Democratic Union.,QA
RTE1_dev.column_s2_480,Iran hands over al Qaeda members .,Iran gives over to al Qaeda - members of Iran.,Iran hands over al Qaeda's members.,PP,RTE3_dev.column_s2_38,Cte d 'Ivoire is located in Africa .,Cte d'Ivoire is located in Africa.,Cte d'Ivoire is in Africa.,IE
RTE1_dev.column_s2_515,Family Court cannot punish the guilty .,The family court can punish the guilty person.,Family Court can not punish guilty.,PP,RTE3_dev.column_s2_661,Mine waste-water poses an environmental hazard .,Wastewater from the mine poses an environmental hazard.,Mining wastewater poses an environmental hazard.,SUM
RTE1_dev.column_s2_547,North Korea has announced its withdrawal from liaison meetings with United States military officers .,North Korea has announced its withdrawal from joint communications with United States military officials.,North Korea announced its withdrawal from liaison meetings with US military officers.,PP,RTE1_dev.column_s2_971,Mitsubishi sales rose 46 percent,Mitsubishi sales rose 46 percent over the past four years to 46 percent,Mitsubishi sales grew 46 percent to 46 percent.,PP
RTE1_dev.column_s2_273,Aristide seized power in 1991 .,Aristide took over power in 1991.,"In 1991, Aristide took power.",IE,RTE1_dev.column_s2_951,Sachin Lawande Named VP of Engineering Services at QNX,Sachin Lawande named to VP Engineering Services at QNX by Sachin Lawande,Sachin Lawande named to the VP of Engineering Services at QNX by Sachin Lawande,IE
RTE3_dev.column_s2_394,Seal-hunting endangers species .,Seal - Hunting Endangered species,Seal hunting species endangers.,IR,RTE1_dev.column_s2_720,Budapest consists of two principal parts that were merged in 1873 .,Budapest consists of two main parts merged in 1873.,Budapest consists of two major parts which were integrated in 1873.,CD
RTE3_dev.column_s2_754,The causes of the outbreak were searched for by a team from the U.S. CDC .,The causes of the outbreak have been searched by a team from the U.S. CDC.,The causes of the outbreak have been searched for by a team from the United States CDC.,SUM,RTE1_dev.column_s2_945,Guerrillas killed a civilian,Guerrillas killed a civilian from one of the groups guerrillas.,Guerrillas killed one civilian during the struggle.,IE
RTE1_dev.column_s2_698,"In the Old Town , the Gothic St . John 's Cathedral and the red-brick fortifications known as the Barbican remain from the medieval period .","In the Old Town, Gothic St. John's Cathedral and Red - Brick Fortifications known as the Barbican are from the medieval period.",Old Town's Gothic St John's Cathedral and red-brick fortifications known as the Barbican from the medieval period remained in the Old Town.,CD,RTE1_dev.column_s2_544,"U.N. weapons inspectors could stay in Iraq , Clinton said .","The U.S. drone inspectors could stay in Iraq, Clinton said.","U.S. weapons inspectors could remain in Iraq, Clinton said.",PP
RTE3_dev.column_s2_84,Joseph Wilson is Valerie Plame 's ex-husband .,Joseph Wilson is Valerie Plame's ex-husband.,Joseph Wilson is Valerie Plame's ex husband.,IE,RTE3_dev.column_s2_320,Rabies is fatal in humans .,"In humans, rabidis is fatal.",Rabies is fatal to humans.,IR
RTE3_dev.column_s2_342,Altai ice maiden triggers major dispute .,Altai's Ice Maiden triggers major dispute.,Altai - Ice Maiden causes major dispute on Altai.,IR,RTE3_dev.column_s2_321,Rabies is fatal in humans .,Rabies is fatal to humans.,Rabies is fatal for humans.,IR
RTE1_test.column_s1_1954,France on Saturday flew a planeload of United Nations aid into eastern Chad where French soldiers prepared to deploy from their base in Abeche toward the border with Sudan 's Darfur region .,"On Saturday, France flew a planeload of UN aid to eastern Chad, where French soldiers were preparing to deploy from their base in Abeche toward the border with Sudan's Darfur region.","On Saturday, France flew a planeload of UN aid in the eastern Chad, where French soldiers prepared to dispatch from their base in Abeche towards the border with Sudan's Darfur region.",PP,RTE1_test.column_s1_1021,Sunday 's election results demonstrated just how far the pendulum of public opinion has swung away from faith in Koizumi 's promise to bolster the Japanese economy and make the political system more transparent and responsive to the peoples ' needs .,Sunday's election results showed how far the pendulum of public opinion has swung away from faith in Koizumi's promise to strengthen the Japanese economy and make the political system more transparent and responsive to the needs of the people.,Sunday's election results demonstrate just how far the pendulum of public opinion has swung away from faith in Koizumi's promise to boost the Japanese economy and make the political system more transparent and responsive to the needs of the people.,RC
RTE3_test.column_s1_639,The government 's plans for reorganising local government in Wales and Scotland should be withdrawn .,The government's plans for the restructuring of local government in Wales and Scotland should be withdrawn.,The government's plans to reorganisation local government in Wales and Scotland should be withdrawn.,SUM,RTE1_test.column_s1_291,"The cost of security when world leaders gather near Auchterarder for next year 's G 8 summit , is expected to top $ 150 million .",The cost of security when world leaders meet for the G8 summit near Auchterarder next year will top $ 150 million.,The cost of the security when world leaders meet in Auchterarder for next year's G 8 Summit is expected to top $ 150 million.,IR
RTE3_test.column_s1_56,"The Japanese surrendered on May 25 , 1945 , thus , Magdalena , as well as the Philippines , was liberated from the tyranny of the Japanese army .","The Japanese surrendered on May 25, 1945. Magdalena and the Philippines were liberated from the tyranny of the Japanese army.","The Japanese surrendered on 25 May 1945, so that Magdalena as well as the Philippines were freed of the tyranny of the Japanese army.",IE,RTE3_test.column_s1_313,"The current range of Macintoshes varies from Apple 's entry level Mac mini desktop , to a mid-range server , the Xserve . Macintosh systems are mainly targeted towards the home , education , and creative professional markets .","The current range of Macintosh systems varies from the entry-level Apple Mac mini desktop to the mid-range Xserve. Macintosh systems are mainly targeted at the home, education, and creative professional markets.","The current range of Macintosh systems varies from Apple's entry-level Mac mini desktop, to a mid-range server, the Xserve, and is mainly targeted to the home, education and creative professional markets.",IR
RTE1_test.column_s1_1554,"Meeting in Moscow with IAEA Director General Mohamed ElBaradei 29 June , Russian President Vladimir Putin lauded the Agency 's work in expressing his country 's continuing and full support .","Vladimir Putin lauded the work of the agency in Moscow on 29 June with IAEA Director General Mohamed ElBaradei, in expressing his country's continued and complete support.","Russian President Vladimir Putin praised the Agency's work in Moscow with IAEA Director General Mohamed ElBaradei on June 29, 2015, in expressing his country's continued and full support.",QA,RTE1_test.column_s1_2176,China has virtually refused Korean demands that it correct distortions of Koguyro history .,China has virtually rejected Korean demands to correct Koguyro's history distortions.,China has virtually denied Korean demands that it correct the distortions in Koguyro history.,CD
RTE1_test.column_s1_1546,"That agreement created the international group opposing the Triple Alliance-France , Great Britain , and Russia had formed the Triple Entente .","That agreement created the international group who held the triple alliance - France, Great Britain and Russia - the Triple Entente.","That agreement created the international group, opposing the Triple Alliance, a group of France, Great Britain and Russia that had formed the Triple Entente.",QA,RTE3_test.column_s1_638,"On New Year 's day , 1993 , Slovaks sloughed off a thousand year subservience to Hungary and seven decades as the junior partner in Czechoslovakia and celebrated the birth of a sovereign , independent , internationally recognised republic .","Slovaks toppled a thousand-year understanding to Hungary on New Year's Day, 1993, and had seven decades as junior partner in Czechoslovakia, and celebrated the birth of a sovereign independent, internationally recognised republic.","On New Year, 1993, the Slovaks shaved off a thousand years of obedience to Hungary and seven decades as junior partner in Czechoslovakia and celebrated the birth of a sovereign independent and internationally recognized republic.",SUM
RTE3_test.column_s1_78,By the 12 th century the tournament had grown so popular in England that King Henry II found it necessary to forbid the sport which gathered in one place so many barons and knights in arms .,"By the 12th century, the tournament had grown in popularity in England so much that King Henry II needed to ban the sport that gathered in one place so many barons and knights.","By the 12th century, the tournament had become so popular in England that King Henry II found it necessary to prevent the sport which in a place so many barons and knights in arms.",IE,RTE3_test.column_s1_215,"Such high profile athletes as baseball 's Darryl Strawberry and Dwight Gooden , cycling 's Gilberto Simoni , and soccer 's Diego Maradona have all indelibly linked cocaine and sports in the minds of countless sports fans .","Such high-profile athletes as baseball's Darryl Strawberry and Dwight Gooden, cycling's Gilberto Simoni and soccer's Diego Maradona have all indelibly linked cocaine and sports in the minds of countless sports fans.","Such high profile athletes as baseball's Darryl Strawberry and Dwight Gooden, cycling's Gilberto Simoni and soccer's Diego Maradona have all buried indelibly in the minds of countless sports fans, linking cocaine and sports.",IR
RTE1_test.column_s1_1538,"Dividing the Northside of Dublin from the Southside , the Liffey is spanned by road bridges .",The Liffey is divided by road bridges separating the northside of Dublin from the southside.,"The Liffey is spanned by road bridges, separating the north side of Dublin from the southside.",QA,RTE2_test.column_s1_55,Canadian Nation Defense has been using virtual reality to train pilots and ground soldiers .,Canadian Nation Defense used virtual reality to train pilots and ground soldiers.,The Canadian Nation Defense used virtual reality to train pilots and ground troops.,IR
RTE2_test.column_s1_609,In 1900 Berlin 's arterial roads ran across Potsdam Square - Potsdamer Platz .,"In 1900, Berlin's arterial routes ran across Potsdam Square - Potsdamer Platz.","In 1900, Berlin's arterial roads poured across Potsdamer Platz - Potsdamer Platz.",QA,RTE3_test.column_s1_505,"Significant naval battle of the Persian Wars , the first ever recorded . Aeschylus served in the battle and wrote `` The Persians '' , which is the earliest of his works to survive .","Aeschylus served in the battle and wrote  The Persians '', the earliest of his works to survive.","Aeschylus served in the battle and wrote  The Persians '', which is the earliest of his works to survive.",QA
RTE2_test.column_s1_486,US rounds up 400 Saddam diehards as group claims anti-US attacks in Iraq .,US turns out 400 Saddam diehards as group claims anti-US attacks in Iraq.,The US - 100 Saddam Denhards are on the US - floor as group claims anti-US attacks in Iraq.,SUM,RTE3_test.column_s1_528,"Quake measuring 6.9 off Japan 's Honshu coast November 14 , 2005 An earthquake measuring 6.9 on the Richter Scale has been reported off the coast of Japan 's main island , Honshu . Whilst a major earthquake , the epicentre was well away from any population centres , and initial tsunami warnings predicting half-meter surges were later withdrawn .","An earthquake measuring 6.9 off Japan's Honshu coast has been reported, measuring 6.9 on the Richter Scale off the coast of Japan's main island, Honshu. While it was a major earthquake, the epicentre was well away from any population centres and initial tsunami warnings for half-meter surges were later withdrawn.","An earthquake measuring 6.9, off Japan's Honshu coast, has been reported off the coast of Japan's main island, Honshu, November 14, 2005 While it was a major earthquake, the epicentre was well away from any population centers and initial tsunami warnings predicting half-meter surges were later withdrawn.",QA
RTE3_test.column_s1_469,Cyrillic is a port of a freeware X Window Cyrillic font to Newton platform ( Unicode ) . Please observe the original copyright ( see the enclosed BDF font header for detail ) . Also enclosed are code translation modules for GNUE 's ( aka Makoto Nukui ) NTEncoding . You are able to send / receive file in the software which support NTEncoding .,Cyrillic is a port of a freeware X Window Cyrillic font to the Newton platform ( Unicode ). Please observe original copyright ( see the enclosed BDF font header for details ). Also enclosed are code translation modules for GNUE ( aka Makoto Nukui ) NTEncoding.,"Cyrillic is a port of a freeware X Window Cyrillic font to Newton ( Unicode ) platform, please observe original copyright ( see the enclosed BDF font header for details ). Also enclosed are code translation modules for GNUE's ( aka Makoto Nukui ) NTEncoding.",QA,RTE3_test.column_s1_234,"Richelieu was also a great patron of the arts . He rebuilt the Sorbonne in Paris , supported promising writers and founded the French Academy .","Richelieu was also a great patron of arts, rebuilding the Sorbonne in Paris, supporting promising writers and founding the French Academy.","Richelieu was also a great patron of arts, repairing the Sorbonne in Paris, supporting promising writers, and founding the French Academy.",IR
RTE1_test.column_s1_634,"Under unprecedented public pressure , the museum has drastically altered its original plans for its exhibit marking the 50 th anniversary of the Enola Gay 's only mission : the dropping of the first atomic bomb on Hiroshima , Japan , on Aug. 6 , 1945 .","Under unprecedented public pressure, the museum dramatically altered its original plans for its exhibit marking the 50th anniversary of the only mission of Enola Gay : the dropping of the first atomic bomb on 6 August 1945 in Hiroshima, Japan.","Under unprecedented public pressure, the museum has dramatically altered its original plans for its exhibit marking the 50th anniversary of Enola Gay's only mission : the drop of the first atomic bomb on Aug. 6, 1945 in Hiroshima, Japan.",QA,RTE2_test.column_s1_33,"Author Alan Hollinghurst 's novel , `` The Line of Beauty '' , a tale of a young , gay man dazzled by drugs , power and money in Margaret Thatcher 's London , today won Britain 's most prestigious literary award .","Author Alan Hollinghurst's novel,  The Line of Beauty '', a tale of a young gay man dazzled in Margaret Thatcher's London by drugs, power and money, won today Britain's most prestigious literary prize.","Author Alan Hollinghurst's novel,  The Line of Beauty '', a story about a young gay man, dazzled by drugs, power, and money in Margaret Thatcher's London, won today Britain's most prestigious literary award.",SUM
RTE1_test.column_s1_863,"The governor of Qazvin province Massoud Emami , his deputy , the province 's head of police and three crew died when a helicopter taking them to inspect the earthquake zone crashed on Saturday .","On Saturday, the governor of the province of Qazvin Massoud Emami, his deputy, province head of police and three crew members died when a helicopter they were on boarded crashed to inspect the seismic zone.","The governor of the province of Qazvin, Massoud Emami, his deputy, head of police of the province and three people died when a helicopter that took them to inspect the area crashed on Saturday.",CD,RTE3_test.column_s1_180,"The dispute has come up between the manufacturer of the iPhone ( which was resented on Wednesday for the first time ) - Apple Inc. - and a leader in network and communication systems , based in San Jose - Cisco .",The dispute has arisen between the manufacturer of the iPhone ( that was initially rejected on Wednesday ) - Apple Inc. - and a leading provider in network and communications systems based in San Jose - Cisco.,"The dispute has arisen between the iPhone manufacturer ( which was out of the headlines for the first time on Wednesday ) - Apple Inc. - and a leader in network and communications systems, San Jose Cisco.",IE
RTE3_test.column_s1_332,"While fringe elements of Irish Republicanism may have instigated the riots that occurred in Dublin last Saturday , I do n't think the main body of the rioters were politically motivated in themselves , aside from a casual identification with Republicanism . They were lashing out at a state that has let them down badly - the Irish state .","While fringe elements of Irish Republicanism may have started the riots that took place last Saturday in Dublin, I don t think the main body of the rioters were politically motivated in themselves, aside from a casual identification with Republicanism ; they lacked a state that has let them down badly - the Irish state.","While fringe elements of Irish Republicanism may have instigated the riots that took place on Sunday in Dublin, I do not think the main body of rioters in themselves were politically motivated, apart from a casual identification with Republicanism, but were lashing out at a state that has let them down badly - the Irish State.",IR,RTE1_test.column_s1_1134,"The authentication was arranged by the proprietor of a small Moscow gallery , Borislav Shervinsky , we have established .","The authentication was made by the owner of a small Moskau gallery, Borislav Shervinsky, which we have established.","Authentification was conducted by the owner of a small Moscow gallery, Borislav Shervinsky, we have established.",RC
RTE3_test.column_s1_623,Frog would become legendary as one of the nation 's first and most effective narcotics-sniffing dogs .,Frog would become legendary as one of the nation's first and most effective narcotics sniffing dogs.,Frog would become legendary as one of the nation's first and most effective drug sniffing dogs.,SUM,RTE1_test.column_s1_1311,"The American Consul-General in Jerusalem , John Hearst , and an high-level Israeli officer in military uniform were among the dignitaries .","The American Consul - General in Jerusalem, John Hearst, and an Israeli high-ranking officer in military uniform were among the dignitaries.","Among the dignitaries were the American Consul - General in Jerusalem, John Hearst and an Israeli officer of a high ranking in military uniform.",MT
RTE1_test.column_s1_1405,"Napster was originally a free pioneer file-swapping service , which was forced to shut down in 2001 after a painstaking legal battle with recording companies .",Napster was initially a free pioneer file-sharing service that was forced to close down in 2001 after a long legal battle with recording companies.,"Napster was originally a free pioneer file - swapping service, which was forced to close down in 2001 after a lengthy legal battle with recording companies.",CD,RTE1_test.column_s1_293,"An estimated 10,000 of Scotland 's 15,000-strong police force is set to be deployed during the three-day event .","An estimated 10,000 of Scotland's 15,000-strong police force is going to be deployed during the three-day event.","During the three-day event, an estimated 10,000 of Scotland's 15,000 police force will be deployed.",IR
RTE3_test.column_s1_730,Brazil 's annual losses are between 10 and 20 million acres within the Amazon and 2.5 million acres outside the Amazon .,Brazilian Annual losses are between 10 and 20 million acres in the Amazon basin and 2.5 million acres outside the Amazon.,Brazil's annual losses are between 10 and 20 million acres within the Amazonian region and 2.5 million acres outside the Amazon.,SUM,RTE1_test.column_s1_734,The Aztec Indians founded a city on the site of modern-day Mexico City in the 14 th century .,The Aztecs founded a city on the site of modern-day Mexico City in the 14th century on the site of Mexico City.,"In the 14th century, the Aztec Indians built a city on the site of modern Mexico City.",CD
RTE2_test.column_s1_34,"Ukraine 's election commission declared the Kremlin-backed prime minister , Viktor Yanukovych , the winner of the country 's bitterly disputed presidential election , sharpening a crisis sparked by the opposition candidate 's allegations that the vote was fraudulent .","Ukraine's election commission declared the Kremlin-backed prime minister Viktor Yanukovych the winner of the bitterly disputed presidential election, sharpening a crisis sparked by the opposition's claims that the vote was fraudulent.","Ukraine's election commission declared the Kremlin-backed Prime Minister Viktor Yanukovych as the winner of the bitterly contested Presidential election in the country, sharpening a crisis sparked by opposition candidate's accusations that the vote was fraudulent.",SUM,RTE1_test.column_s1_25,"The film was the evening 's big winner , bagging the prestigious best picture Oscar to bring its tally to six .","The film was the big winner of the evening, with the prestigious Best Picture Oscar to bring his tally to six.","The film was the evening's big winner, bagging the prestigious Oscar for the best picture to bring its total to six.",IR
RTE1_test.column_s1_856,"Oil prices may be jolted higher on Tuesday when key markets reopen from a long holiday weekend that saw the second attack in less than a month on Saudi Arabia , the world 's top crude exporter .","Oil prices could be spiked higher on Tuesday when key markets reopen after a long holiday weekend, which saw the second attack on Saudi Arabia, the world's top oil exporter, in less than a month.","Oil prices could be booed higher on Tuesday when key markets reopen after a long holiday weekend that saw the second attack on Saudi Arabia, the world's top oil exporter, in less than a month.",CD,RTE1_test.column_s1_881,That 's five times the amount spent by Australia on security for the 2000 Games in Sydney .,That is five times the amount of Australia spend on security for the 2000 Olympics in Sydney.,That's five times the amount spent by Australia on the security of the 2000 Games in Sydney.,CD
RTE1_test.column_s1_931,"After giving nearly 5,000 people a second chance at life , doctors are celebrating the 25 th anniversary of Britian 's first heart transplant which was performed at Cambridgeshire 's Papworth Hospital in 1979 .","After giving a second chance at life to nearly 5,000 people, doctors celebrate the 25th anniversary of Britian's first heart transplant, which was performed in 1979 at Papworth Hospital in Cambridgeshire.","After giving nearly 5,000 people a second chance at life, doctors are celebrating the 25th anniversary of the first heart transplant to be performed in 1979 at the Papworth Hospital in Cambridgeshire.",RC,RTE1_test.column_s1_1640,"Today 's highlight in history : On Nov. 24 , 1963 , in a scene captured on live network television , Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald as the accused assassin of President John F. Kennedy was being escorted by police to an armored truck at the Dallas municipal building for transfer to the county jail .","On November 24, 1963, in a scene captured on live broadcast television, Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald when he was being escorted from police to an armored truck by the Dallas Municipal Building for transport to the County jail.","Today's highlight in history : On November 24, 1963, Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald, as the suspected assassin of President John F. Kennedy was escorted by police to an armored truck at the Dallas municipal building for the transfer to the county jail.",IE
RTE2_test.column_s1_641,Numerous studies have demonstrated significantly lower risks of fatal and nonfatal CHD among postmenopausal women taking estrogen .,Numerous studies have shown significantly lower risk of fatal and nonfatal CHDs among postmenopausal women taking estrogen.,Numerous studies have shown that mortality and nonfatal CHD rates among postmenopausal women taking estrogen have significantly lower.,IR,RTE3_test.column_s1_59,"The rhinestone-studded Nudie suit was invented by Nudie Cohn in the 1940 s , an Americanization of the matador 's `` suit of lights '' .","The rhinestone-studded Nudie suit was invented by Nudie Cohn in the 1940s, an Americanization of the matador's  Suit of Light ''.",The rhinestone-covered Nudie suit was invented by Nudie Cohn in the 1940s as an Americanization of Matador's  suit of lights ''.,IE
RTE2_test.column_s1_437,"However , while admitting these positive factors , it is also true that the British historians distorted Indian history on some most essential points .","Although admitting these positive factors, it is also true that British historians distorted Indian history on some most important points.","Though admitting these positive factors, it is also true that British historians deconstrued Indian history on some of the most crucial points.",IR,RTE2_test.column_s1_786,He pointed to extra measures the government took yesterday to reduce pollution from sewage works .,He pointed out to government extra measures taken yesterday to reduce pollution from sewer works.,He pointed to extra measures taken by the government yesterday to reduce the pollution caused by sewage works.,IR
RTE3_test.column_s1_600,"Coming at a time when the world 's two leading auction houses , Sotheby 's and Christie 's , are embroiled in an embarrassing price-fixing scandal , Phillips , which is based in London , is causing a considerable stir with its conspicuous and costly effort to reinvent itself as an important player in New York .","At a time when the world's two leading auction houses, Sotheby's and Christie's, are embroiled in an embarrassing price fixing scandal, Phillips, which is based in London, is causing a significant stir with its noticeable and costly effort to reinvent itself as an important player in New York.","Phillips, based in London, is creating a significant stir at a time when the world's two leading auction houses, Sotheby's and Christie's, are embroiled in an embarrassing price fixing scandal. The company, which is located in London, is attempting to reinvent itself as an important player in New York with its conspicuous and expensive effort.",QA,RTE3_test.column_s1_547,"In Hungary , Zoltan Illes , chairman of Parliament 's Environment Committee said the spill represents Europe 's `` biggest environmental catastrophe '' since the 1986 nuclear reactor catastrophe at Chernobyl .","In Hungary, Zoltan Illes, chairman of Parliament's Environment Committee said that the spill represented Europe's  biggest environmental catastrophe '' since the 1986 Chernobyl nuclear disaster.","In Hungary, the chairman of Parliament's Environment Committee, Zoltan Illes, said that the spill represents Europe's  biggest environmental catastrophe since the 1986 nuclear reactor catastrophe in Chernobyl .",QA
RTE1_test.column_s1_1814,"Afghanistan 's first post-Taliban elections have been delayed for a second time amid increasing violence towards voters and officials , it was announced on Friday .","It was announced that Afghanistan's first post-Taliban elections for a second time delayed amid increasing violence towards voters and officials, announcing on Friday.","The first post-taliban election in Afghanistan for the second time has been delayed amid increasing violence against voters and officials, it was announced on Friday.",IR,RTE1_test.column_s1_1168,"Ramadan told reporters in Baghdad that `` Iraq cannot deal positively with whoever represents the Security Council , unless there was a clear stance on the issue of lifting the blockade .",Ramadan told reporters in Baghdad that  Iraq cannot deal positively with whoever represents the Security Council if there is no clear position on the issue of lifting the blockade.,"Ramadan told reporters in Baghdad that  Iraq can not deal positively with any one who represents the Security Council, unless there is a clear stance on the lifting of the blockade. ",MT
RTE1_test.column_s1_294,The three-day G 8 summit will take place in Scotland .,The three-day G8 summit in Scotland will take place.,The three-day G8 summit is taking place in Scotland.,IR,RTE1_test.column_s1_1654,Officials in Perugia in Umbria province said five people were arrested there Tuesday .,"Five people were arrested in Perugia in the province of Umbria, on Tuesday.",Five people were arrested Tuesday in Perugia in the province of Umbria.,IE
RTE3_test.column_s1_368,"At the request of the Food and Drug Administration , Fort Dodge Animal Health voluntarily ceased production of ProHeart 6 , and recalled all ProHeart 6 that had been distributed to veterinarians until the FDA 's concerns about the drug 's safety are resolved .","At the request of the Food and Drug Administration, Fort Dodge Animal Health voluntarily stopped production of ProHeart 6 and recalled all of ProHeart 6 distributed to veterinarians until the FDA's concerns about the drug's safety have been resolved.","At the request of the Food and Drug Administration, Fort Dodge Animal Health voluntarily halted production of ProHeart 6 and recalled all ProHeart 6 distributed to veterinarians until FDA's concerns about the drug's safety are resolved.",IR,RTE2_test.column_s1_591,"The Actors Studio offering will be based on Simon 's female version of the play which was premiered in 1985 in New York , at the Broadhurst Theatre , with the characters ' names being Florence Unger and Olive Madison , played by Sally Struthers and Rita Moreno respectively .","The acting studio offered will be based on Simon's female version of the play, which was premiered in New York at the Broadhurst Theatre in 1985. The characters'names are Florence Unger and Olive Madison, played by Sally Struthers and Rita Moreno.","The Actors Studio - offering will be based on Simon's female version of the play that was premiered in 1985 in New York, in the Broadhurst Theatre, with the characters'names Florence Unger and Olive Madison, played by Sally Struthers and Rita Moreno.",IE
RTE3_test.column_s1_664,Women at single-sex colleges are more likely to graduate and to obtain advanced degrees .,Women in single - sex colleges are more likely to graduate and get advanced degrees at single schools.,Women at single sex colleges are more likely to get to university and get advanced degrees.,SUM,RTE1_test.column_s1_870,Measurements by ground-based instruments around the world have shown a decrease of up to 10 percent in sunlight from the late 1950 's to the early 1990 's .,Measurements by ground-based instruments around the world show a reduction in light emission of up to 10 percent from the late 1950s to the early 1990s.,Measurements by ground-based instruments around the world show a decrease in sunlight by up to 10 percent from the late 1950s to the early 1990s.,CD
RTE3_test.column_s1_392,Latin America 's billionaires now have a combined fortune of more than $ 115 billion .,The billionaires of Latin America now have a combined fortune of $ 115 billion.,Latin America's billionaires now have a combined fortune of over $ 115 billion.,IR,RTE3_test.column_s1_391,"In November 1994 , News of Norway reviewed a Norwegian novel just released in the United States , `` Sophie 's World '' by the high school philosophy teacher and author Jostein Gaarder .","In November 1994 News of Norway reviewed a Norwegian novel published in the United States,  Sophie's World '' by high school philosopher and author Jostein Gaarder, which was just published in the United States.",News of Norway reviewed in November 1994 a Norwegian novel about the high school philosophy teacher and author Jostein Gaarder  Sophie's World '' in the United States that has just been released.,IR
RTE2_test.column_s1_653,"Until the 1970 s , there was also an important gap between the electoral participation of women and men in France .",There was also an important gap in France between the voting participation of women and the political participation of men until the 1970s.,There was also a significant gap between the electoral participation of women and men in France until the 1970s.,IR,RTE2_test.column_s1_351,"Mahmoud al-Zahar , a Hamas leader in Gaza , said so explicitly , dismissing Mr. Abbas 's arguments : `` History has proven that the rockets have been in the Palestinian interest '' .","Mahmoud al-Zahar, a Hamas leader in Gaza, said it explicitly, dismissing Mr. Abbas's arguments :  History has proven that the rockets were in the Palestinian interest ''.","Mahmoud al-Zahar, a Hamas leader in Gaza, affirmed that it, specifically, and dismissed Mr. Abbas's arguments :  History has proved that rockets were in the Palestinian interest ''.",IE
RTE2_test.column_s1_208,They demand that Beijing pressure Pyongyang to capitulate to Washington 's demands .,They demand that Beijing pressure Pyongyang to capitulate to Washington's demands.,"They demand that Beijing, pressure Pyongyang, pressure Washington's demands to capitulate.",IE,RTE2_test.column_s1_63,"Saddam Hussein accepted an 11 th-hour offer to flee into exile weeks ahead of the U.S. - led 2003 invasion , but Arab League officials scuttled the proposal , officials in this Gulf state claimed .","Saddam Hussein accepted an 11th hour offer to flee into exile weeks before the US-led 2003 invasion, but officials in this Gulf state claimed Arab League officials rejected the proposal.","As a result, Saddam Hussein accepted an 11 th-hour offer to flee into exile weeks before the U.S.-led 2003 invasion, but Arab League officials skepticism the proposal, officials in this Gulf state claimed.",IE
RTE2_test.column_s1_598,US authorities have been secretly monitoring radiation levels at Muslim sites amid fears that terrorists might obtain nuclear weapons .,US authorities have secretly monitored radiation levels at Muslim sites amid fears terrorists might acquire nuclear weapons.,US authorities have secretly monitored radiation levels in Muslim sites amid fears that terrorists could obtain nuclear weapons.,IE,RTE1_test.column_s1_1476,"Chechnya is Russia 's Haiti - a mountainous , ethnic enclave half the Caribbean nation 's size but more dangerous .","Chechnya is Russia's Haiti - a mountainous ethnic enclave half the size of the Caribbean, but more dangerous.","Chechnya is Russia's Haiti, a mountainous, ethnic enclave half the size of the Caribbean country, but more dangerous.",QA
RTE2_test.column_s1_729,Blanchett won the supporting-actress honor for her role as Hepburn in `` The Aviator '' and Morgan Freeman took the supporting-actor prize for `` Million Dollar Baby '' playing a sage-like ex-prizefighter .,Blanchett won the supporting actress honor for her role as Hepburn in  The Aviator '' and Morgan Freeman won the supporting actor prize for  Million Dollar Baby '' as a sage-like ex-prizefighter.,Blanchett won the supporting actress award for her role as Hepburn in  The Aviator '' and Morgan Freeman took the supporting actor prize for  Million Dollar Baby '' as a sage-like ex-prizefighter.,SUM,RTE1_test.column_s1_1107,Chirac also called on rich nations to raise donations to the 2 1 / 2-year-old U.N. Global Fund - aimed primarily at fighting AIDS - by $ 3 billion per year .,"Chirac also called on rich nations to raise $ 3 billion each year in donations to the 2 - 1 / 2 year-old U.N. Global Fund, which is primarily intended to fight AIDS.",Chirac also called on rich nations to raise USD 3 billion annually for the 2 1 / 2 year-old U.N. Global Fund primarily aimed at fighting AIDS.,RC
