sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_paraphrase2,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task
RTE2_dev.column_s2_285,The H. pylori produces sulphur compounds .,The H. pylori produces sulfur compounds.,The H. pylori produce sulfur compounds.,H. pylori produces sulfur compounds.,IE,RTE3_dev.column_s1_616,Volkswagen should start to co-operate fully with the investigation by public prosecutors of the alleged theft of secret documents from General Motors .,Volkswagen should begin fully cooperating with the investigation by the public prosecutors concerning the alleged theft of secret documents from General Motors.,SUM
RTE1_dev.column_s2_72,Russian forces vulnerable to guerrilla fighters,Russian forces vulnerable to guerrilla fighters were vulnerable against Russian forces.,Russian forces are vulnerable to guerrilla fighters against Russian forces.,Russian forces vulnerable to Gestapo fighters are vulnerable against guerrilla fighters.,IR,RTE3_dev.column_s1_649,"Although Philip Morris was selling its cigarettes at lower prices in the US , the increased volumes helped lift operating income in the domestic tobacco division by 25.1 per cent to Dollars 858 m .","Although Philip Morris sold its cigarettes in the US at lower prices, the increased volumes helped increase operating income in the domestic tobacco division by 25.1 per cent to US Dollar 858 million.",SUM
RTE1_dev.column_s2_2099,U.S. consumer spending dived in June .,"In June, U.S. Consumer spending fell.",American consumer spending plunged in June.,U.S. consumer spending fell in June.,MT,RTE2_dev.column_s1_396,"If no settlement is reached , a divided Cyprus will join the European Union on May 1 , 2004 .","If no solution is reached, a divided Cyprus will join the EU on 1 May 2004.",QA
RTE1_dev.column_s2_1976,Bomb-sniffing dogs were estimated at Rodriguez 's Mulberry St. apartment .,"Within Rodriguez's Mulberry St. apartment, bomb-sniffing dogs were estimated.","In Rodriguez's apartment at Mulberry St., a bomb-sniffing dog was estimated.",Bomb-sniffing dogs were estimated at Rodriguez's Mulberry St. apartment.,PP,RTE2_dev.column_s1_740,Edwin Hubble is recongized as having been one of the foremost astronomers of the modern era .,Edwin Hubble is recongised as one of the leading astronomers of the modern era.,QA
RTE1_dev.column_s2_799,Reagan died of pneumonia complicated by Alzheimer 's disease,"Reagan died of pneumonia, complicated by Alzheimer's disease.","Reagan died of pneumonia, complicated by Alzheimer's disease, from pneumonia Reagan died of dementia.",Reagan died of pneumonia and Alzheimer's disease.,CD,RTE2_dev.column_s1_446,Scientists had observed that mice with a defective Klotho gene aged prematurely and wondered if an enhanced gene would have an opposite effect .,"Scientists observed that mice with a defective Klotho gene had a premature age, and wondered if an increased gene would have an opposite effect.",SUM
RTE1_dev.column_s2_258,France still maintains Ecu is the best denomination for the Maastricht single-currency . .,France still maintains that the Ecu is the best denomination for Maastricht Single Currency.,France still maintains that the Ecu is the best currency for the Maastricht - single currency.,France still maintains that Ecu is the best denomination for the single currency Maastricht.,IR,RTE2_dev.column_s1_685,"The interest of the automotive industry increases and the first amplifier project , a four-channel output module for the German car manufacturer , Porsche , is finished .","The interest in the automotive industry increases and the first amplifier project, a four channel input module for the German car manufacturer Porsche is completed.",QA
RTE3_dev.column_s2_622,A US probe of the investigation started at the instigation of the Commerce Department .,A US probe of the investigation was initiated on the initiative of the Commerce Department.,A US investigation into the investigation began at the instigation of the Commerce Department.,A US investigation of the investigation was launched at the initiative of the Commerce Department.,SUM,RTE2_dev.column_s1_675,The Statue of Liberty was reopened to the public on July 5 after its extensive refurbishing. 1986 is a common year starting on Wednesday of the Gregorian calendar .,"On 5 July, after its extensive refurbishment, the Statue of Liberty was reopened for the public, 1986 is a common year that started on Wednesday of the Gregorian calendar.",QA
RTE1_dev.column_s2_2166,It 's unclear whether Wednesday 's twist will affect the timing of Google 's initial public offering .,It's unclear whether Wednesday's twist will affect the timing of Google's initial public offering.,It is unclear whether Wednesday's twist will affect the timing of Google's initial public offering.,It is unclear whether Wednesday's twist affects the timing of Google's initial public offering.,CD,RTE2_dev.column_s1_687,"As with the Babylonian New Year , the Chinese New Year , which occurred on the 1 st of February in 2003 , the day before Groundhog Day , is correlated to the beginning of spring .","As with the Babylonian New Year, the Chinese New Year that started on January 1, 2003, the day before Groundhog Day, is correlated with the beginning of spring.",QA
RTE1_dev.column_s2_2050,Five other soldiers have been refused to face courts-martial .,Five other soldiers have been refused to appear before courts martial.,Five other soldiers were refused from facing courts martial.,Five other soldiers were refused to face courts martial.,PP,RTE2_dev.column_s1_743,"Mr. Balasingham will return to his London home and then move on to Sri Lanka in early October to consult with LTTE leader Vilupillai Prabhakaran , diplomats said .","Mr. Balasingham will return to his London house and then head to Sri Lanka in early October to consult the LTTE leader Vilupillai Prabhakaran, diplomats said.",QA
RTE1_dev.column_s2_800,Reagan survived an attempted assassin 's bullets .,Reagan survived by bullets from a attempted assassination attempt.,Reagan survived an attempted assassin's bullets Reagan.,Reagan survived to an attempted assassin's bullets.,CD,RTE2_dev.column_s1_637,IBM is now at the top of my list of where I want to work . Ivy alone had nine interviews when the team visited the company 's headquarters in Armonk last week .,"IBM is now at the top of my list of places to work, he had nine interviews only when the team visited the company's headquarters in Armonk last week.",QA
RTE2_dev.column_s2_222,Johnny Stomponato starred in Fatal Attraction .,Johnny Stomponato played Johnny Stomponato in Fatal Attraction.,Johnny Stomponato appears in Fatal Attraction.,Johnny Stomponato played Johnny in Fatal Attraction.,IE,RTE2_dev.column_s1_379,"A cataclysmic starquake is thought to have caused a flare of radiation that ripped past the Earth on December 27 , battering instruments on satellites and lighting up our atmosphere .","A cataclysmic star earthquake is believed to have caused a radiation flare that cut past the Earth on 27 December, battering instruments on satellites and lighting up our atmosphere.",SUM
RTE3_dev.column_s2_126,Pierce lives on E. 28 th Street .,Pierce lives on 28th Street in Eastman Square.,Pierce lives on E 28th Street.,Pierce lives on 28th Street East.,IE,RTE2_dev.column_s1_718,"Her husband , political novice Juan Carlos Lecompte , scrambles to preserve Betancourt 's dream and sustain the Oxygen Green Party , the political party she founded .","Her husband, political novice Juan Carlos Lecompte, scrambles to preserve Betancourt's dream and sustain the Oxygen Green Party, the party founded by him.",QA
RTE2_dev.column_s2_171,Hinostroza 's children attaked their mother with a gun .,Hinostroza's children attempted their mother with a gun.,Hinostroza's children grabbed their mother with a gun.,Hinostroza's children overthrew their mother with a gun.,IE,RTE2_dev.column_s1_673,The longest stay in space was 438 days by Valeri Polyakov .,Valeri Polyakov's longest stay in space was 438 days.,QA
RTE1_dev.column_s2_2105,"The three countries argued that UE , one of the greater exporter of the world , infringed the rules of the OMC when exceeding the limit of the subsidies to the exports indicated under the Agreement on Agriculture of the OMC in 1994 .","The three countries argued that UE, one of the largest exporters of the world, had violated the rules of the OMC when it exceeded the limit of the subsidies to the exports indicated in 1994 under the OMC Agricultural Agreement.","The three countries argued that UE, one of the largest exporters of the world, infringed the OMC's rules when it exceeded the limit of subsidies to the exports in 1994 listed under the OMC's agriculture agreement.","The three countries argued that UE, one of the more important exporters of the world, infringed the rules of the OMC, when it exceeded the limit of the subsidies to exports indicated by the OMC agricultural agreement in 1994.",MT,RTE2_dev.column_s1_189,"The renewed attention to the war came as peace activists , camping near the president 's ranch , awaited a performance Sunday evening by peace movement icon Joan Baez .","The renewed attention to the war arose as peace activists, camping near the president's ranch, watched a performance Sunday night by Peace Movement icon Joan Baez.",SUM
RTE1_dev.column_s2_36,Scripps Hospital assists surfing accident victims .,Scripps Hospital aids the victims of surfing accidents.,Scripps Hospital assists victims of surfing accidents.,Scripps Hospital helps surfing accident victims.,IR,RTE2_dev.column_s1_483,"Cyprus , divided or not , joins the EU on the 1 st of May .","Cyprus, a division or not, joins the EU on 1 May.",QA
RTE1_dev.column_s2_1230,Yemen 's Islamic Jihad group was set up by old Afgan warriors in 1992 .,The Islamic Jihad Group in Yemen was founded by ancient Afgan warriors in 1992.,The Islamic Jihad group of Yemen was established by old Afgan warriors in 1992.,The Islamic Jihad group of Yemen was started in 1992 by old Afgan warriors.,MT,RTE1_dev.column_s1_119,A Cuban American who is accused of espionage pleads innocent .,A Cuban American accused of espionage pleds innocent.,IR
RTE1_dev.column_s2_1953,Yesterday 's terrorist bombings killed two people at the entrance to the Israeli Embassy in Uzbekistan 's capital .,Today's terrorist bombings killed two people at the entrance of the Israeli Embassy in Uzbekistan's capital.,"Two people were killed yesterday at the entrance of the Israeli Embassy in Uzbekistan's capital, with terrorist attacks.","I've killed two people at the entrance to the Israeli embassy in Uzbekistan's capital today, during terrorist bombings last night.",CD,RTE2_dev.column_s1_421,"Between 1978 and 1982 , 32 states acknowledged the medical benefits and attempted to make cannabis available , but possession remains a federal offence . Among the states where marijuana is legally used for medical purposes are California , Oregon , Washington , Alaska , Arizona , and Nevada .","Among the states where marijuana is legally used for medical purposes are California, Oregon, Washington, Alaska, Arizona, and Nevada.",QA
RTE1_dev.column_s2_510,The government of Ecuador aims to prevent trafficking in persons .,Ecuador's government aims to prevent trafficking in persons.,The Ecuadorian government aims to prevent the trafficking in persons.,The government of Ecuador aims to prevent person trafficking.,PP,RTE3_dev.column_s1_119,"According to Nelson Beavers , who is a co-owner of the current company , Carolina Analytical Laboratories , LLC. and has ownership / employment history with Woodson-Tenent and Eurofins , the septic system was installed in the early 1990 s .","According to Nelson Beavers, who is co-owner of the current company Carolina Analytical Laboratories, LLC. and has owned / worked with Woodson-Tenent and Eurofins, the septic system was installed in the early 1990s.",IE
RTE3_dev.column_s2_663,Relations between Argentina and Great Britain are growing more cooperative .,The relations between Argentina and the UK are becoming more cooperative.,The relationship between Argentina and Great Britain is growing more cooperative.,Relations between Argentina and Britain are becoming more cooperative.,SUM,RTE2_dev.column_s1_447,"Interim Palestinian leader , Mahmoud Abbas , has won a landslide victory in Sunday 's presidential election and will succeed the late Yasser Arafat .","Mahmoud Abbas, Interim Palestinian leader, won a landslide victory in Sunday's presidential election and succeeds the late Yasser Arafat.",SUM
RTE1_dev.column_s2_380,"Although 58 % of Americans are unsatisfied with Clinton 's job performance , 44 % found Nixon 's work adequate at the start of the Watergate scandal .","Although 58 % of Americans are unsatisfied with Clinton's job performance, 44 % of the Americans found Nixon's work adequate at the beginning of the Watergate scandal.","Although 58 % of Americans are unsatisfied with Clinton's job performance, 44 % found Nixon's work as adequate at the beginning of the Watergate scandal.","Although 58 % of Americans are unsatisfied with Clinton's performance, 44 % considered Nixon's work adequate at the start of the Watergate scandal.",MT,RTE2_dev.column_s1_436,"Edward VIII shocked the world in 1936 when he gave up his throne to marry an American divorcee , Wallis Simpson .","Edward VIII shocked the world in 1936 when he surrendered his throne to marry a divorced American, Wallis Simpson.",QA
RTE1_dev.column_s2_2160,Gansas ' attorneys have said that rule was not communicated to ferry staff .,Gansas'attorneys have said that the rule was not communicated to ferry personnel.,Gansas'attorneys have said that the rule was not communicated to ferry staff.,Gansas'lawyers said that the rule was not communicated to ferry staff.,CD,RTE2_dev.column_s1_540,"Shiite and Kurdish political leaders continued talks , on Monday , on forming a new government , saying they expected a full cabinet to be announced within a day or two .","On Monday, the Shiite and Kurdish political leaders continued talks on forming a new government, saying they expect a full cabinet announcement within a day or two.",SUM
RTE2_dev.column_s2_91,Toshiba Corp. ' s headquarters is in Japan .,Toshiba Corp.'s headquarters is in Japan.,The headquarters of Toshiba Corp. is in Japan.,Toshiba Corp.'s headquarters is located in Japan.,IE,RTE3_dev.column_s1_63,"The Pet passport alone can be used to enter the UK , but it will not suffice to enter many countries . For instance Guatemala , like almost every country , demands that all imported pets have a rabies vaccination , but will not accept the Pet passport as proof of said vaccination .","The Pet passport can be used to enter the UK, but it will not suffice to enter many countries, for example Guatemala demands that all imported animals have a rabies vaccination, but will not accept the Pet passport as proof of the vaccination.",IE
RTE1_dev.column_s2_484,Weapons inspectors will go back to Iraq .,The inspectors of weapons will return to Iraq.,Inspectors will go back to Iraq after inspectors have left.,Inspection units for weapons will return to Iraq.,PP,RTE3_dev.column_s1_604,"Mr David Herman , head of GM 's local operations accused Mr Gerhardt Schroeder , prime Minister of Lower Saxony and a member of the VW supervisory board , of trying to use his political weight to influence the investigations by state prosecutors in Hesse into claims of industrial espionage against GM .","David Herman, head of GM's local operations, accused M. Gerhardt Schroeder, the prime minister of Lower Saxony and a member of VW's supervisory board, of trying to influence the investigations of state prosecutors in Hesse in relation to claims of industrial espionage against GM.",SUM
RTE1_dev.column_s2_523,The prevailing party shall recover attorney fees .,The prevailing party shall recover a lawyer's fee.,The prevailing party shall recover attorney's fees.,The prevailing party shall recover the attorney's fees.,PP,RTE2_dev.column_s1_27,"He became a boxing referee in 1964 and became most well-known for his decision against Mike Tyson , during the Holyfield fight , when Tyson bit Holyfield 's ear .","In 1964 he became boxing referee and became most famous for his decision against Mike Tyson in the Holyfield fight, when Tyson brushed Holyfield's ear.",QA
RTE1_dev.column_s2_957,Asian financial crisis takes over Ssangyong Motor,Asian financial crisis takes over Ssangyong Motorway over the Asian financial crisis.,Asian financial crisis takes over Ssangyong Motors.,Asia's Financial Crisis takes over Ssangyong Motortakeover Ssangyong,IE,RTE3_dev.column_s1_420,"Yachtsman Melvyn Percy became so fed up with the standard of service when preparing his boat for the 3000-mile Atlantic crossing that he decided to set up his own company on the Clyde to provide Scots sailors with professional advice and practical assistance . Minerva Rigging , based at Kip Marina just south of Gourock , now employs five full-time staff and is the Scottish agent for Kemp , one of Europe 's leading yacht spar and mast manufacturers .","Yachtsman Melvyn Percy became so fed up with the standard of service when preparing his boat for the 3000-mile Atlantic crossing he decided to set up his own company on the Clyde to provide Scots sailors with professional advice and practical assistance. Minerva Rigging is now employing five full-time employees and is the Scottish agent for Kemp, one of Europe's leading yacht-spare and mast manufacturers.",QA
RTE1_dev.column_s2_946,100 people were injured,100 people were injured and 100 people injured at the injury victims was.,100 people were injured in the accident with 100 people injured.,100 people were injured as a result of the injury.,IE,RTE2_dev.column_s1_163,"Sabena was the former national airline of Belgium , mainly operating from Brussels National Airport , now replaced by SN Brussels Airlines .","Sabena was the former Belgian national airline, mainly from Brussels National Airport. It now operates under the new company of SN Brussels Airlines.",QA
RTE1_dev.column_s2_970,Polish troops confiscated Warheads,Polish soldiers confiscated warheads from Polish troops.,Polish troops confiscated warheads from Polish soldiers.,Polish troops have confiscated Warheads of Polish troops.,PP,RTE3_dev.column_s1_200,"In 1856 Manuel Ruiz Zorrilla was elected deputy , and soon attracted notice among the most advanced Progressists and Democrats . He took part in the revolutionary propaganda that led to the military movement in Madrid on June 22 , 1866 . He had to take refuge in France for two years , like his fellow-conspirators , and only returned to Spain when the revolution of 1868 took place .","He was elected deputy in 1856, attracted attention among the most advanced Progressists and Democrats, took part in revolutionary propaganda that led to the military movement in Madrid on June 22, 1866, had to be sheltered in France for two years, like his fellow conspirators, and only returned to Spain, when the 1868 revolution took place.",IE
RTE1_dev.column_s2_1232,Candidates are entertaining voters in their homes .,Candidate candidates entertain voters in their homes.,Candidates entertain voters in their homes.,"In their homes, candidates entertain voters.",MT,RTE3_dev.column_s1_452,"Boris Becker is a true legend in the sport of tennis . Aged just seventeen , he won Wimbledon for the first time and went on to become the most prolific tennis player .","Boris Becker is a true legend in tennis, winning Wimbledon for the first time when he was seventeen and eventually becoming the most prolific player.",QA
RTE3_dev.column_s2_350,Alexander the Great 's Tomb remains undiscovered .,Alexander the Great's Tomb remains undiscovered.,Undiscovered remains the tomb of Alexander the Great.,Undiscovered remains of Alexander the Great's Tomb.,IR,RTE2_dev.column_s1_143,"Food and Drug Administration , which regulates human experiments , says its regulations forbid human cloning without prior agency permission , and it has launched an investigation into whether Clonaid illegally performed any work on U.S. soil .","It says its regulations prohibit human cloning without prior approval from the agency, and has an investigation if Clonaid illegally performed work on U.S. soil.",SUM
RTE3_dev.column_s2_467,The Israel-Egypt Peace Agreement was signed in 1979 .,The Peace Agreement between Israel and Egypt was signed in 1979.,The 1979 Peace Agreement was signed between Israel and Egypt.,The Oslo Peace Agreement was signed in 1979 between Israel and Egypt.,QA,RTE2_dev.column_s1_309,A Colombian airliner has crashed in a remote area of Venezuela killing all 160 people on board .,"A Colombian passenger plane, while in a remote part of Venezuela, crashed, killing all 160 people on board.",SUM
RTE1_dev.column_s2_2177,There are many benefits from breast-feeding .,Breast-feeding has many benefits.,Breast-feeding is associated with many benefits.,Breast-feeding combines many benefits.,CD,RTE3_dev.column_s1_159,"The Bolan Pass is a gap through the Toba Kakar Range of mountains on the border of Pakistan . The British took the threat of a Russian invasion of India via the Khyber and Bolan Passes very seriously so in 1837 , a British envoy was sent to Kabul to gain support of the Emir , Dost Mohammed . In February of 1839 , the British Army under Sir John Keane took 12,000 men through the Bolan Pass and entered Kandahar .","The Bolan Pass is a gap through the Toba Kakar Range of mountains on the border of Pakistan so that a British envoy was sent to Kabul in 1837 to gain the support of the Emir, Dost Mohammed. In February 1839 the British army taken 12,000 men through the Bolan Pass, and entered Kandahar.",IE
RTE1_dev.column_s2_803,Reagan 's economic strategy led to huge federal budget deficits .,Reagan's economic strategy led to enormous federal budget deficits.,Reagan's economic strategy led to massive federal budget deficits.,Reagan's economic strategy led to huge federal budget deficits.,CD,RTE2_dev.column_s1_301,"The abode of the Greek gods was on the summit of Mount Olympus , in Thessaly .",The place of the Greek gods was situated on Mount Olympus in Thessaly.,QA
RTE1_dev.column_s2_947,police officer killed,Died a ten-year police officer police officer with the bullet hole.,Officer killed of police officer was a police officer,An officer of the police department killed by police officer.,IE,RTE2_dev.column_s1_109,"Iran will hold the first runoff presidential election in its history , between President Akbar Hashemi Rafsanjani and Tehran 's hard-line mayor , election officials said Saturday .","Tehran will hold the first presidential election in its history between President Akbar Hashemi Rafsanjani and the hard-line mayor of Tehran, ten years ahead of the previous, election officials said Saturday.",SUM
RTE1_dev.column_s2_2100,The position of Greenspan has propped up the predictions that the Fed will gradually elevate the east interest rates year .,Greenspan's position has reinforced the predictions that the Fed will gradually raise the east interest rates this year.,The position of Greenspan has bolstered the predictions that the Fed will gradually rise east interest rates year by year.,Greenspan's position has raised the predictions that the Fed will gradually increase the interest rates in the East year.,MT,RTE3_dev.column_s1_108,"Airbus could site a design engineering centre in the Midlands region of the UK to take advantage of the availability of skilled engineering staff following the demise of MG Rover , the collapsed UK carmaker .","Airbus could launch a design engineering centre in the Midlands region of the UK to take advantage of the availability of skilled engineering personnel following the death of MG Rover, the collapsed UK car maker.",IE
RTE1_dev.column_s2_180,The SEC 's new rule will give boards independence .,The new rules of the SEC will give boards independence.,The SEC's new rule gives boards independence.,The new SEC rules will give boards independence.,RC,RTE3_dev.column_s1_729,"Mice given a substance found in red wine lived longer despite a fatty diet , a study shows .",A study suggests that mice given a substance found in red wine lived longer despite a fat diet.,SUM
RTE3_dev.column_s2_468,The name of George H.W. Bush 's wife is Barbara .,Barbara's name is George H.W. Bush's wife.,Barbara is the name of George H.W. Bush's wife.,Barbara Bush's name is George H.W. Bush's wife.,QA,RTE2_dev.column_s1_212,"Mr. McEveety told me he had discussed the quote voiced by Archbishop Dziwisz with the pope 's longtime official spokesman , Joaquin Navarro-Valls , head of the Vatican press office .","The quote, said by Archbishop Dziwisz, was discussed with the pope's long-time official spokesman, Joaquin Navarro-Valls, head of the Vatican Press Office.",QA
RTE3_test.column_s1_200,"In the United States , a stabbing at the Lincoln-Sudbury Regional High School in Sudbury , Massachusetts has left a 15-year old student dead . The stabbing happened around 7 : 20 am EST , before classes had started . A fight broke out in a boys ' bathroom between the 15-year old victim , James Alenson and 16-year-old suspect John Odgren , the fight spilled out in the hallway , where the stabbing occurred .","The stabbing happened at the Lincoln-Sudbury Regional High School in Sudbury, Massachusetts, around 7:20 a.m EST. A fight broke out in a boys'bathroom between the 15-year-old victim, James Alenson, and 16-year-old suspect, John Odgren, spilled out the fight in the hallway where the stabbing occurred.","In the United States a stabbing occurred at Lincoln-Sudbury Regional High School in Sudbury, Massachusetts before classes, a fight broke out in a boys'bathroom between the 15-year old victim James Alenson and the 16-year-old suspect John Odgren. The fight spilled out in the hallway, where the stabbing occurred.","A stabbing at the Lincoln-Sudbury Regional High School in Sudbury, Massachusetts left a 15-year-old student dead, stabbed before classes began. A fight broke out in a boy's bathroom between the 15-year-old victim, James Alenson, and the 16-year-old suspect John Odgren. The fight spilled into the hallway, where the stabbing occurred.",IE,RTE2_test.column_s1_485,"Insurgent attacks on pipelines have brought oil exports from southern Iraq to a complete halt , a senior oil official said Monday , part of a rebel campaign to undermine the nation 's post-war reconstruction efforts .","Insurgent attacks on pipelines have brought oil exports from southern Iraq to a complete stop, a senior oil official said Monday. This is part of a rebel's effort to undermine post-war reconstruction efforts of the nation.",SUM
RTE2_test.column_s1_303,"Dan Rather , one of the United States ' most respected news anchormen , has announced he is to retire as the lead of CBS main news programme next year .","Dan Rather, one of the most respected news anchormen in the United States, announced he is to retire next year as the principal broadcaster for CBS's main news program.","Dan Rather, one of the most respected news anchors in the United States, announced that he will retire as the lead of CBS's main news programme next year.","Dan Rather, one of the most respected news anchormen of the United States, announced that he is retiring next year as the chief of CBS'main news programme.",SUM,RTE2_test.column_s1_396,"Jackson , 46 , is set to face trial in late January on 10 charges that include felony conspiracy with 28 overt acts involving child abduction , false imprisonment and extortion .","Jackson, 46, is a scheduled to face trial in late January on 10 charges including conspiracy involving 28 overt acts involving child abduction, false imprisonment and extortion.",SUM
RTE3_test.column_s1_427,The Rocket : The Maurice Richard Story was Canada 's most-honoured film from 2006 at Tuesday 's 27 th Genie Awards in Toronto .,The Rocket : The Maurice Richard Story was Canada's most prestigious film from 2006 at the 26th Genie Awards in Toronto.,"The Rocket : The Maurice Richard Story was Canada's most acclaimed film from 2006 at the 27th Genie Awards, Tuesday, August 27, 2006 in Toronto.","The Rocket : The Maurice Richard Story was Canada's most-known film from 2006 at the 27th Genie Awards in Toronto, Wednesday.",QA,RTE3_test.column_s1_291,"The United States is engaged in extensive international efforts on climate , both through multilateral and bilateral activities .","The United States is involved in extensive international efforts to improve climate, both through multilateral and bilateral activities.",IR
RTE3_test.column_s1_729,By giving this land an economic function we are preventing further incursion into the Amazon .,By giving this land an economic function we prevent further incursion into Amazon.,"By giving this land an economic function, we prevent a further incursion into Amazon.","By giving economic function to this land, we impede further incursion into the Amazon.",SUM,RTE1_test.column_s1_1598,U.K. Billionaire P. Green raised his proposed bid for Marks and Spencer Group Plc .,The billionaire P. Green raised his proposed bid for Marks and Spencer Group Plc in the United Kingdom.,IE
RTE3_test.column_s1_407,"Californian Democrat Nancy Pelosi , 66-years-old , has been named the 60 th United States Speaker of the House with the votes 233-202 . She is the first female House speaker in United States history .","Californian Democrat Nancy Pelosi, 66-years-old, has been named the 60th Speaker of the United States House of Representatives with votes 233-202, making her the first female house speaker in United States history.","Californian Democrat Nancy Pelosi, 66-years-old, was appointed the 60th Speaker of the House of the United States with votes of 233-202. She is the first female speaker of the House in the history of the United States.","Californian Democrat Nancy Pelosi, 66-years-old, was named the 60th Speaker of the United States House with votes from 233 to 202, becoming the first female speaker in US history.",QA,RTE3_test.column_s1_704,Many British schools experimented with coeducation but returned to its former status as a boys ' school .,"Many British schools experimented with coeducation, but returned to their former status as a boys'school.",SUM
RTE3_test.column_s1_642,Revenue from the thrift store funded the Salvation Army 's drug - and alcohol-rehabilitation service .,The revenue from the thrift store funded the Salvation Army's drug and alcohol rehab service.,Revenue from the thrift store funded the drug and alcohol rehabilitation service of the Salvation Army.,Revenue from the thrift store funded the Salvation Army's drug and alcohol rehabilitation service.,SUM,RTE1_test.column_s1_1693,"LaFarge was the one who helped Tiffany to make the Favrile glass , said auctioneer William Doyle who operates an auction house in Manhattan .","LaFarge was the one who Tiffany helped with Favrile glass, says auctioneer William Doyle, who runs an auction house in Manhattan.",IE
RTE2_test.column_s1_264,"That department , a co-manager of shipwrecks with the other two , has also attempted to address its shipwreck responsibilities since the early ' 70 s .","This department, a co-manager of shipwrecks with the other two, has also tried to address its shipwreck responsibilities since the early 70s.","This department, who has been a co-manager of shipwrecks with the other two, has also attempted to address its shipwreck responsibilities since the early 1970s.","That department, a co-manager of shipwrecks with the other two, has also tried to address shipwreck responsibilities since the early 70s.",IR,RTE2_test.column_s1_606,"The Mafia murdered European Parliament deputy Salvo Lima last March because he stopped protecting their interests after years of collusion , according to a magistrate 's report Wednesday .","According to a magistrate report Wednesday, the mafia murdered European Parliament deputy Salvo Lima in March last year after years of collusion.",QA
RTE3_test.column_s1_448,David Beckham has announced he no longer wishes to be the captain of England 's football team .,David Beckham announced today that he does not now wish to be the captain of England's football team.,David Beckham announced that he no longer wishes to be captain of England's football team.,David Beckham has announced he no longer wants to be captain of England's football team.,QA,RTE3_test.column_s1_682,"The World Court , or International Court of Justice ( ICJ ) , located in The Hague , is made up of fifteen permanent judges plus two judges nominated by the parties involved in the dispute under consideration .","The world court or international court of justice ( ICJ ) is in The Hague, consisting of fifteen permanent judges plus two judges nominated by the parties involved in the dispute being considered.",SUM
RTE3_test.column_s1_450,"Nikos Kourkoulos played in several movies , both in Greece and abroad .","Nikos Kourkoulos starred in several films, both in Greece and abroad.",Nikos Kourkoulos has played in several films both in Greece and abroad.,"Nikos Kourkoulos was performed in several movies, both in Greece and abroad.",QA,RTE2_test.column_s1_625,"Insurgents have attacked US troops , polling stations and Iraqi forces as security was tightened ahead of Sunday 's landmark national election .","Insurgents have attacked US troops, polling stations and Iraqi forces as security was tightened before Sunday's landmark national election.",SUM
RTE3_test.column_s1_708,Revenue from the thrift store funded the Salvation Army 's drug - and alcohol-rehabilitation service .,Revenue from the thrift shop funded the Salvation Army's drug and alcohol rehabilitation service.,Revenues from the thrift store finance the Salvation Army's drug and alcohol rehabilitation services.,Revenue from the thrift store provided funding for the drug and alcohol rehabilitation services of the Salvation Army.,SUM,RTE3_test.column_s1_293,The existing education legislation does not recognise home schooling .,The current education law does not recognise home schooling.,IR
RTE1_test.column_s1_1344,"In a letter to `` The Times '' newspaper , to be published in its issue for tomorrow , Thursday , Margaret Thatcher , who received Pinochet at her house two weeks ago , said that help extended by the `` Chilean Senator-for-life '' to the British people contributed to the shortening of the Falkland 's War against Argentina in 1982 , consequently saving the lives of a large number of Britons .","In a letter to the  Times '' newspaper, which will be released tomorrow, Thursday, Margaret Thatcher, who had received Pinochet at her house two weeks ago, said that the help from the  Chilean senator for life '' to the British people contributed to the shortening of the 1982 war, thus saving the lives of a large number of British citizens.","Margaret Thatcher, who received Pinochet in her house two weeks ago, said in a letter to the newspaper  The Times '' that the support extended by the  Chilean Senator for Life '' to the British people contributed to the shortening of Falkland's war in 1982 against Argentina, consequently saving the lives of a large number of Britons.","Margaret Thatcher, who has received Pinochet in her home two weeks ago, said in a letter to the  The Times '' newspaper that helping  Chilean Senator for Life '' the British people in 1982, contributed to the shortening of the Falkland War against Argentina, thus saving the lives of a large number of Britons.",MT,RTE1_test.column_s1_900,"Formerly ( until 1949 ) Batavia , Jakarta is largest city and capital of Indonesia .","Jakarta, former ( until 1949 ) Batavia, is Indonesia's largest city and capital.",CD
RTE2_test.column_s1_558,"Aki Kaurismaki 's ' Juha ' , from Finland , screens at the San Francisco International Film Festival .","Aki Kaurismaki's'Juha ', from Finland, plays at the International Film Festival San Francisco on the Aki Kaurismaki.","At San Francisco International Film Festival, Aki Kaurismaki's Finnish'Juha'is featured in the film'Juha ', starring Aki Kaurismaki.","Aki Kaurismaki's'Juha ', from Finland, is shown at the San Francisco International Film Festival.",IR,RTE3_test.column_s1_137,"Human rights groups say police detained some 2,500 people after the attack on the Hilton hotel in Taba and mistreated many of them .","Human rights groups say that police detained around 2,500 people after the attack on the Hilton Hotel in Taba and most of them have been mistreated.",IE
